Gênero,Ano,Duração,Diretor,Classificação,Idioma,Elenco,Restrição de Idade,Usuário Gosta
Documentário,1934,114,Orson Welles,9.9,Japonês,20,14+,Não
Thriller,1963,166,Ridley Scott,6.7,Italiano,14,Livre,Sim
Ficção Científica,1956,96,Steven Spielberg,6.7,Alemão,15,14+,Não
Animação,1922,119,Christopher Nolan,8.4,Mandarim,9,Livre,Sim
Animação,2003,98,Alfred Hitchcock,6.1,Italiano,16,12+,Não
Thriller,1950,88,Christopher Nolan,8.8,Russo,10,10+,Sim
Drama,1940,170,Francis Ford Coppola,2.9,Mandarim,4,12+,Não
Animação,2022,65,Quentin Tarantino,9.2,Japonês,18,14+,Sim
Fantasia,1940,178,Martin Scorsese,7.3,Espanhol,14,10+,Sim
Romance,1931,120,Stanley Kubrick,5.0,Inglês,13,10+,Sim
Fantasia,1984,125,Christopher Nolan,7.8,Japonês,8,16+,Sim
Ação,1922,124,Alfred Hitchcock,9.8,Japonês,1,Livre,Sim
Documentário,2014,165,Christopher Nolan,3.4,Português,9,14+,Sim
Fantasia,1949,84,Quentin Tarantino,6.8,Português,1,12+,Sim
Animação,2004,88,Ridley Scott,1.7,Português,5,10+,Sim
Documentário,1969,98,Francis Ford Coppola,1.2,Russo,16,10+,Sim
Drama,1942,63,Steven Spielberg,3.8,Português,18,12+,Não
Documentário,1953,178,Ridley Scott,4.8,Mandarim,2,14+,Não
Thriller,1943,83,Christopher Nolan,2.9,Inglês,18,16+,Sim
Documentário,1944,166,Orson Welles,8.2,Russo,7,14+,Não
Ação,2005,95,Woody Allen,7.1,Alemão,6,18+,Não
Fantasia,1984,110,Ridley Scott,7.8,Espanhol,19,18+,Não
Animação,1927,103,Steven Spielberg,3.8,Mandarim,17,16+,Não
Animação,1928,168,Woody Allen,3.2,Inglês,18,14+,Não
Romance,1992,92,Francis Ford Coppola,7.3,Alemão,1,12+,Não
Terror,2020,77,Steven Spielberg,6.1,Inglês,20,12+,Não
Animação,1928,169,Martin Scorsese,2.3,Russo,16,Livre,Sim
Romance,1997,67,Francis Ford Coppola,6.3,Japonês,2,16+,Não
Comédia,1969,156,Martin Scorsese,7.7,Italiano,2,12+,Não
Comédia,2022,110,Ridley Scott,7.6,Português,1,16+,Não
Terror,1936,97,Quentin Tarantino,3.5,Mandarim,18,16+,Sim
Drama,1966,68,Francis Ford Coppola,7.4,Russo,1,Livre,Sim
Fantasia,1927,144,Ridley Scott,3.5,Inglês,13,Livre,Sim
Ficção Científica,1986,154,Woody Allen,3.8,Inglês,4,18+,Não
Fantasia,1937,88,Quentin Tarantino,7.1,Inglês,14,10+,Sim
Drama,1972,166,Francis Ford Coppola,5.7,Inglês,12,Livre,Sim
Thriller,1982,178,Woody Allen,4.6,Japonês,9,16+,Não
Fantasia,2019,87,Steven Spielberg,8.8,Espanhol,1,12+,Não
Ficção Científica,1929,84,Christopher Nolan,1.7,Espanhol,17,18+,Sim
Ação,1962,100,Steven Spielberg,5.7,Inglês,13,14+,Não
Animação,1965,83,Ridley Scott,7.3,Inglês,2,10+,Sim
Fantasia,1966,122,Martin Scorsese,6.2,Italiano,13,10+,Sim
Ficção Científica,1934,96,Orson Welles,4.0,Japonês,9,10+,Sim
Documentário,1960,144,Quentin Tarantino,8.1,Alemão,18,16+,Sim
Ficção Científica,1962,129,Orson Welles,8.6,Inglês,11,18+,Sim
Fantasia,1986,153,Quentin Tarantino,5.7,Alemão,12,Livre,Sim
Animação,2019,128,Quentin Tarantino,1.3,Espanhol,5,18+,Sim
Ficção Científica,2023,116,Alfred Hitchcock,1.6,Japonês,8,14+,Não
Drama,1982,113,Christopher Nolan,3.8,Alemão,19,Livre,Sim
Terror,2023,69,Ridley Scott,9.2,Espanhol,11,18+,Não
Terror,1974,137,Quentin Tarantino,5.0,Espanhol,8,12+,Sim
Comédia,1946,132,Christopher Nolan,4.1,Russo,19,12+,Sim
Terror,1930,123,Quentin Tarantino,1.2,Italiano,17,16+,Sim
Documentário,1933,63,Martin Scorsese,4.2,Alemão,19,14+,Não
Drama,1963,165,Orson Welles,5.3,Espanhol,13,16+,Não
Romance,1951,124,Steven Spielberg,1.9,Russo,6,10+,Sim
Thriller,1969,133,Woody Allen,5.9,Russo,20,16+,Não
Comédia,1929,101,Alfred Hitchcock,8.4,Japonês,19,Livre,Sim
Ação,1933,145,Woody Allen,3.7,Francês,20,18+,Não
Fantasia,2011,85,Quentin Tarantino,8.8,Espanhol,7,16+,Sim
Thriller,2022,129,Christopher Nolan,6.4,Espanhol,8,12+,Sim
Documentário,1930,76,Christopher Nolan,7.0,Alemão,4,10+,Sim
Comédia,1947,150,Woody Allen,6.3,Italiano,7,18+,Não
Ficção Científica,1965,106,Martin Scorsese,9.1,Espanhol,10,14+,Sim
Drama,1923,176,Francis Ford Coppola,9.7,Francês,1,14+,Não
Terror,1965,98,Ridley Scott,1.1,Japonês,9,12+,Não
Ficção Científica,1985,163,Ridley Scott,1.2,Português,3,14+,Não
Ação,1986,135,Alfred Hitchcock,8.1,Inglês,18,16+,Não
Terror,1990,129,Alfred Hitchcock,4.9,Português,13,18+,Não
Documentário,1967,94,Woody Allen,8.5,Mandarim,3,18+,Não
Documentário,2008,131,Christopher Nolan,6.7,Alemão,2,10+,Sim
Ação,1979,136,Quentin Tarantino,2.7,Português,4,10+,Sim
Animação,1985,101,Christopher Nolan,4.4,Hindi,8,10+,Sim
Fantasia,1992,139,Martin Scorsese,6.4,Japonês,14,10+,Sim
Documentário,1975,166,Woody Allen,1.5,Italiano,4,18+,Não
Terror,1959,161,Woody Allen,4.7,Hindi,18,16+,Não
Drama,2011,101,Christopher Nolan,6.6,Russo,20,Livre,Sim
Terror,2011,73,Woody Allen,1.1,Hindi,12,Livre,Sim
Drama,1994,152,Woody Allen,9.4,Alemão,13,12+,Não
Animação,2013,146,Christopher Nolan,3.4,Russo,7,Livre,Sim
Fantasia,2018,167,Alfred Hitchcock,3.8,Inglês,14,10+,Sim
Comédia,1952,84,Quentin Tarantino,9.6,Inglês,8,16+,Sim
Animação,2015,104,Quentin Tarantino,6.9,Espanhol,6,18+,Sim
Fantasia,2005,122,Quentin Tarantino,1.0,Russo,10,14+,Sim
Romance,2013,121,Steven Spielberg,2.0,Francês,10,10+,Sim
Documentário,1998,161,Francis Ford Coppola,4.6,Alemão,5,10+,Sim
Drama,1997,124,Francis Ford Coppola,1.1,Espanhol,16,10+,Sim
Thriller,1965,100,Woody Allen,6.4,Japonês,20,10+,Sim
Comédia,1924,79,Woody Allen,5.3,Hindi,7,14+,Não
Documentário,2005,86,Martin Scorsese,7.4,Alemão,5,18+,Não
Documentário,1987,106,Alfred Hitchcock,6.1,Mandarim,18,Livre,Sim
Ação,1929,81,Ridley Scott,9.4,Mandarim,16,10+,Sim
Drama,1969,83,Quentin Tarantino,7.4,Alemão,9,Livre,Sim
Animação,2019,150,Woody Allen,5.7,Francês,4,16+,Não
Documentário,1997,170,Stanley Kubrick,7.7,Hindi,20,16+,Não
Documentário,1975,73,Christopher Nolan,7.7,Italiano,17,16+,Sim
Comédia,1971,117,Steven Spielberg,6.4,Japonês,15,16+,Não
Drama,1992,93,Orson Welles,7.1,Russo,18,10+,Sim
Thriller,2007,178,Francis Ford Coppola,2.5,Francês,16,10+,Sim
Thriller,1995,177,Ridley Scott,7.7,Japonês,14,14+,Não
Ficção Científica,1922,93,Ridley Scott,4.7,Alemão,9,12+,Não
Animação,1922,81,Alfred Hitchcock,9.7,Japonês,9,14+,Não
Comédia,2003,127,Quentin Tarantino,1.8,Russo,5,Livre,Sim
Romance,1971,94,Francis Ford Coppola,4.0,Mandarim,2,12+,Não
Terror,1965,152,Stanley Kubrick,8.8,Russo,20,12+,Não
Thriller,2005,91,Woody Allen,5.5,Francês,19,10+,Sim
Thriller,1980,68,Woody Allen,6.7,Japonês,7,16+,Não
Romance,1957,171,Woody Allen,2.9,Italiano,5,10+,Sim
Drama,1955,78,Martin Scorsese,9.7,Russo,12,14+,Não
Documentário,1989,177,Orson Welles,1.5,Hindi,17,14+,Não
Animação,1963,62,Ridley Scott,3.7,Espanhol,15,10+,Sim
Terror,2022,154,Francis Ford Coppola,8.7,Francês,2,14+,Não
Ação,1985,96,Alfred Hitchcock,6.0,Italiano,7,Livre,Sim
Ação,1993,165,Quentin Tarantino,8.8,Alemão,5,10+,Sim
Ficção Científica,2015,154,Francis Ford Coppola,1.2,Russo,7,18+,Não
Ficção Científica,1950,127,Woody Allen,7.4,Francês,2,16+,Não
Ação,2012,138,Christopher Nolan,9.8,Russo,8,16+,Sim
Animação,2003,94,Alfred Hitchcock,5.4,Português,14,12+,Não
Thriller,1930,132,Orson Welles,7.4,Mandarim,6,14+,Não
Thriller,1920,76,Quentin Tarantino,6.8,Hindi,1,10+,Sim
Ficção Científica,1986,125,Francis Ford Coppola,3.3,Inglês,14,18+,Não
Ação,1961,105,Quentin Tarantino,4.0,Italiano,6,16+,Sim
Animação,1941,153,Christopher Nolan,8.1,Português,15,10+,Sim
Fantasia,1938,85,Orson Welles,5.2,Mandarim,15,18+,Não
Thriller,1923,117,Ridley Scott,3.2,Hindi,2,12+,Não
Thriller,1953,155,Quentin Tarantino,6.1,Japonês,11,16+,Sim
Ação,1954,90,Woody Allen,7.5,Inglês,3,16+,Não
Romance,2022,139,Orson Welles,6.7,Alemão,15,10+,Sim
Comédia,1961,179,Stanley Kubrick,8.5,Português,20,16+,Não
Documentário,1996,144,Woody Allen,5.3,Russo,13,12+,Não
Ficção Científica,2016,167,Martin Scorsese,1.7,Hindi,3,18+,Não
Ficção Científica,1957,108,Alfred Hitchcock,5.7,Italiano,12,Livre,Sim
Documentário,2016,80,Martin Scorsese,7.1,Japonês,4,16+,Não
Terror,1940,144,Quentin Tarantino,1.9,Inglês,5,10+,Sim
Romance,1936,164,Quentin Tarantino,1.2,Inglês,2,14+,Sim
Animação,1989,163,Francis Ford Coppola,5.8,Francês,11,16+,Não
Drama,2001,162,Orson Welles,6.1,Russo,18,10+,Sim
Thriller,1995,119,Stanley Kubrick,5.3,Mandarim,19,10+,Sim
Comédia,1961,82,Christopher Nolan,1.2,Inglês,2,14+,Sim
Comédia,1971,102,Stanley Kubrick,1.0,Russo,9,10+,Sim
Animação,1995,106,Quentin Tarantino,1.9,Francês,3,16+,Sim
Drama,1988,98,Quentin Tarantino,9.7,Mandarim,14,10+,Sim
Drama,1936,110,Christopher Nolan,6.2,Hindi,13,10+,Sim
Ficção Científica,1962,172,Alfred Hitchcock,6.4,Francês,7,Livre,Sim
Animação,2008,104,Martin Scorsese,4.5,Alemão,9,16+,Não
Fantasia,1945,158,Alfred Hitchcock,5.7,Mandarim,16,12+,Não
Fantasia,1934,117,Stanley Kubrick,2.2,Russo,11,Livre,Sim
Ação,1950,106,Christopher Nolan,3.9,Italiano,14,10+,Sim
Terror,1977,80,Woody Allen,4.2,Japonês,8,Livre,Sim
Drama,2023,140,Ridley Scott,6.1,Hindi,4,14+,Não
Ação,1942,62,Christopher Nolan,3.8,Português,7,16+,Sim
Terror,2000,93,Francis Ford Coppola,5.6,Espanhol,8,16+,Não
Romance,1923,106,Francis Ford Coppola,6.2,Russo,17,12+,Não
Fantasia,1946,148,Christopher Nolan,4.3,Inglês,14,18+,Sim
Ficção Científica,2011,116,Stanley Kubrick,5.7,Português,6,18+,Não
Fantasia,1928,98,Steven Spielberg,1.3,Hindi,4,10+,Sim
Animação,1977,113,Francis Ford Coppola,6.2,Russo,3,18+,Não
Ficção Científica,1965,62,Christopher Nolan,1.1,Francês,1,Livre,Sim
Terror,2003,88,Quentin Tarantino,7.1,Italiano,17,18+,Sim
Romance,1959,79,Steven Spielberg,2.9,Mandarim,13,18+,Não
Romance,1949,133,Alfred Hitchcock,6.2,Português,20,18+,Não
Drama,1925,85,Woody Allen,8.6,Italiano,2,18+,Não
Drama,2021,80,Ridley Scott,5.6,Russo,16,10+,Sim
Comédia,2009,72,Stanley Kubrick,2.3,Espanhol,5,12+,Não
Romance,1959,97,Martin Scorsese,2.9,Japonês,13,16+,Não
Documentário,2023,62,Francis Ford Coppola,5.6,Mandarim,2,18+,Não
Fantasia,1942,177,Martin Scorsese,2.1,Português,12,12+,Não
Terror,2011,86,Stanley Kubrick,9.0,Japonês,12,Livre,Sim
Fantasia,1985,93,Woody Allen,7.4,Russo,16,18+,Não
Ficção Científica,1952,153,Steven Spielberg,2.0,Inglês,6,14+,Não
Drama,1937,177,Woody Allen,7.6,Japonês,3,14+,Não
Animação,1930,67,Steven Spielberg,5.3,Espanhol,16,18+,Não
Romance,2006,113,Quentin Tarantino,3.7,Português,19,10+,Sim
Ação,1960,86,Steven Spielberg,8.3,Inglês,12,10+,Sim
Drama,2010,157,Christopher Nolan,8.7,Hindi,19,14+,Sim
Ação,1928,142,Quentin Tarantino,3.4,Russo,6,Livre,Sim
Comédia,1929,154,Alfred Hitchcock,1.5,Alemão,8,18+,Não
Comédia,1929,96,Stanley Kubrick,9.5,Japonês,9,16+,Não
Fantasia,1930,115,Christopher Nolan,3.1,Inglês,16,18+,Sim
Terror,1998,116,Stanley Kubrick,9.4,Inglês,10,12+,Não
Ficção Científica,1939,177,Martin Scorsese,8.5,Português,5,12+,Sim
Fantasia,1973,105,Francis Ford Coppola,8.3,Japonês,10,14+,Não
Terror,1996,76,Steven Spielberg,2.3,Português,6,14+,Não
Documentário,1992,167,Martin Scorsese,7.9,Alemão,19,Livre,Sim
Romance,2021,111,Ridley Scott,4.7,Hindi,2,12+,Não
Ação,2015,178,Christopher Nolan,4.1,Alemão,12,10+,Sim
Ação,1941,114,Martin Scorsese,6.5,Francês,15,10+,Sim
Ação,1988,129,Steven Spielberg,2.7,Espanhol,11,18+,Não
Romance,1944,91,Christopher Nolan,3.3,Alemão,16,14+,Sim
Fantasia,1985,65,Alfred Hitchcock,7.9,Hindi,15,Livre,Sim
Fantasia,1963,70,Alfred Hitchcock,8.0,Alemão,8,14+,Não
Documentário,1940,109,Martin Scorsese,7.0,Espanhol,2,10+,Sim
Ação,1975,113,Orson Welles,8.2,Espanhol,4,10+,Sim
Fantasia,2000,159,Woody Allen,4.7,Italiano,9,10+,Sim
Fantasia,1998,151,Martin Scorsese,2.6,Francês,10,18+,Não
Ficção Científica,1925,75,Francis Ford Coppola,5.6,Italiano,18,10+,Sim
Fantasia,1928,141,Stanley Kubrick,6.2,Italiano,20,10+,Sim
Terror,2013,81,Francis Ford Coppola,7.5,Francês,5,10+,Sim
Animação,1975,109,Stanley Kubrick,3.4,Russo,11,16+,Não
Ficção Científica,1961,167,Alfred Hitchcock,4.2,Português,8,16+,Não
Ação,1940,117,Steven Spielberg,8.3,Hindi,14,Livre,Sim
Ficção Científica,2017,106,Martin Scorsese,3.6,Espanhol,15,14+,Não
Fantasia,2016,136,Alfred Hitchcock,1.9,Inglês,1,18+,Não
Fantasia,2016,80,Orson Welles,4.9,Russo,1,10+,Sim
Thriller,1978,97,Stanley Kubrick,5.0,Francês,18,10+,Sim
Fantasia,1975,157,Woody Allen,3.9,Hindi,17,16+,Não
Thriller,2008,83,Christopher Nolan,9.7,Francês,5,12+,Sim
Animação,1935,160,Martin Scorsese,6.2,Mandarim,10,10+,Sim
Fantasia,1936,171,Woody Allen,7.2,Mandarim,18,Livre,Sim
Fantasia,1963,107,Orson Welles,8.1,Alemão,13,12+,Não
Thriller,1975,115,Ridley Scott,7.8,Espanhol,11,10+,Sim
Documentário,1991,66,Francis Ford Coppola,5.7,Espanhol,1,14+,Não
Ficção Científica,1942,111,Alfred Hitchcock,7.8,Mandarim,14,16+,Não
Documentário,1983,91,Francis Ford Coppola,3.4,Italiano,9,10+,Sim
Thriller,1961,156,Francis Ford Coppola,4.6,Hindi,4,18+,Não
Fantasia,1985,155,Woody Allen,1.2,Espanhol,20,16+,Não
Ficção Científica,1933,90,Steven Spielberg,9.3,Inglês,15,Livre,Sim
Animação,1966,165,Alfred Hitchcock,2.9,Francês,7,16+,Não
Ação,2003,144,Orson Welles,7.6,Espanhol,18,10+,Sim
Documentário,1945,152,Woody Allen,9.0,Russo,4,16+,Não
Documentário,1963,73,Francis Ford Coppola,5.7,Espanhol,17,Livre,Sim
Animação,1967,162,Orson Welles,5.8,Russo,6,14+,Não
Documentário,1986,179,Francis Ford Coppola,6.8,Japonês,13,14+,Não
Drama,1978,178,Stanley Kubrick,6.0,Inglês,13,14+,Não
Ação,2017,96,Orson Welles,6.3,Alemão,11,16+,Não
Ação,1952,175,Orson Welles,2.1,Mandarim,14,12+,Não
Thriller,1947,142,Francis Ford Coppola,5.1,Russo,2,Livre,Sim
Animação,1976,96,Steven Spielberg,4.6,Russo,17,16+,Não
Ficção Científica,1929,81,Alfred Hitchcock,5.3,Russo,5,16+,Não
Drama,1976,129,Francis Ford Coppola,6.1,Português,3,10+,Sim
Fantasia,1962,175,Christopher Nolan,6.1,Hindi,8,12+,Sim
Documentário,1982,92,Woody Allen,9.6,Português,10,18+,Não
Documentário,1942,153,Quentin Tarantino,1.8,Alemão,7,16+,Sim
Animação,1982,110,Steven Spielberg,4.0,Francês,4,12+,Não
Ação,1962,149,Woody Allen,6.6,Francês,15,18+,Não
Thriller,1928,162,Christopher Nolan,2.8,Mandarim,16,14+,Sim
Thriller,1985,173,Francis Ford Coppola,6.8,Espanhol,9,12+,Não
Drama,2023,81,Alfred Hitchcock,8.5,Hindi,8,Livre,Sim
Animação,1993,140,Quentin Tarantino,6.9,Russo,13,16+,Sim
Comédia,1959,109,Quentin Tarantino,4.4,Mandarim,16,18+,Sim
Ação,2005,79,Alfred Hitchcock,8.0,Francês,2,18+,Não
Thriller,2008,76,Francis Ford Coppola,3.2,Português,17,Livre,Sim
Comédia,2021,127,Orson Welles,1.6,Hindi,10,16+,Não
Romance,1947,72,Francis Ford Coppola,8.9,Inglês,19,14+,Não
Fantasia,1998,141,Woody Allen,2.0,Japonês,6,18+,Não
Comédia,1993,98,Woody Allen,5.1,Português,5,12+,Não
Romance,2014,163,Woody Allen,7.8,Italiano,7,14+,Não
Ação,1960,144,Christopher Nolan,1.5,Inglês,1,12+,Sim
Documentário,1931,143,Steven Spielberg,9.3,Mandarim,20,12+,Não
Comédia,1952,106,Quentin Tarantino,3.8,Português,18,12+,Sim
Documentário,1999,91,Martin Scorsese,8.4,Inglês,3,14+,Não
Animação,1995,179,Quentin Tarantino,9.4,Hindi,16,10+,Sim
Comédia,1933,169,Steven Spielberg,8.2,Francês,13,18+,Não
Documentário,1941,108,Orson Welles,4.4,Mandarim,2,10+,Sim
Comédia,1931,113,Stanley Kubrick,5.5,Francês,17,16+,Não
Animação,1948,77,Christopher Nolan,2.2,Japonês,15,10+,Sim
Fantasia,1992,123,Martin Scorsese,2.1,Russo,14,14+,Não
Documentário,1992,170,Steven Spielberg,8.8,Francês,7,10+,Sim
Romance,1939,152,Martin Scorsese,3.4,Português,2,Livre,Sim
Ficção Científica,1985,146,Martin Scorsese,7.2,Espanhol,11,16+,Não
Terror,2000,168,Woody Allen,5.3,Alemão,2,12+,Não
Documentário,1955,125,Stanley Kubrick,3.3,Italiano,17,14+,Não
Animação,1991,90,Woody Allen,6.1,Italiano,2,16+,Não
Thriller,2002,129,Alfred Hitchcock,5.6,Mandarim,3,Livre,Sim
Fantasia,1950,74,Quentin Tarantino,6.6,Francês,19,14+,Sim
Ficção Científica,2005,150,Orson Welles,5.8,Mandarim,17,18+,Não
Drama,1925,159,Steven Spielberg,6.2,Alemão,6,12+,Não
Comédia,1989,163,Christopher Nolan,2.1,Português,7,18+,Sim
Comédia,1948,122,Ridley Scott,8.2,Mandarim,2,14+,Não
Comédia,1936,124,Ridley Scott,6.1,Hindi,1,Livre,Sim
Comédia,1996,94,Steven Spielberg,3.4,Hindi,20,16+,Não
Ficção Científica,1960,173,Christopher Nolan,3.0,Russo,18,16+,Sim
Ficção Científica,2013,150,Quentin Tarantino,3.8,Italiano,2,10+,Sim
Romance,2016,99,Orson Welles,3.0,Francês,6,12+,Não
Thriller,1974,95,Christopher Nolan,4.1,Inglês,18,12+,Sim
Ficção Científica,1986,70,Quentin Tarantino,9.0,Hindi,7,14+,Sim
Animação,1959,129,Francis Ford Coppola,5.5,Alemão,3,12+,Não
Romance,2004,148,Ridley Scott,9.6,Alemão,17,12+,Não
Animação,1944,63,Martin Scorsese,8.0,Português,5,16+,Não
Ação,1930,71,Steven Spielberg,5.0,Inglês,1,12+,Não
Ação,2000,92,Stanley Kubrick,6.6,Mandarim,4,16+,Não
Thriller,1930,172,Quentin Tarantino,7.5,Hindi,4,Livre,Sim
Romance,1922,152,Steven Spielberg,2.8,Inglês,4,18+,Não
Romance,2008,113,Alfred Hitchcock,4.9,Alemão,13,10+,Sim
Romance,2022,87,Stanley Kubrick,2.4,Hindi,11,16+,Não
Comédia,1971,100,Steven Spielberg,9.6,Japonês,16,10+,Sim
Thriller,1995,104,Quentin Tarantino,7.5,Português,8,10+,Sim
Drama,1992,160,Orson Welles,2.1,Italiano,5,12+,Não
Drama,1947,74,Stanley Kubrick,9.6,Espanhol,19,16+,Não
Animação,1969,80,Ridley Scott,9.8,Russo,17,12+,Não
Fantasia,1942,149,Ridley Scott,8.3,Espanhol,15,16+,Não
Drama,1993,161,Stanley Kubrick,9.9,Alemão,7,12+,Não
Fantasia,1923,63,Alfred Hitchcock,2.0,Mandarim,6,Livre,Sim
Drama,1923,63,Quentin Tarantino,4.4,Hindi,18,Livre,Sim
Thriller,1921,152,Steven Spielberg,10.0,Inglês,20,Livre,Sim
Documentário,2009,175,Orson Welles,5.8,Espanhol,17,10+,Sim
Terror,1940,131,Woody Allen,3.4,Francês,16,10+,Sim
Documentário,2021,77,Woody Allen,1.3,Francês,7,12+,Não
Ficção Científica,1973,144,Stanley Kubrick,3.3,Japonês,8,16+,Não
Drama,1958,166,Francis Ford Coppola,3.2,Mandarim,2,Livre,Sim
Fantasia,1952,165,Stanley Kubrick,4.1,Mandarim,2,12+,Não
Terror,1975,93,Martin Scorsese,5.8,Hindi,6,Livre,Sim
Romance,2011,93,Christopher Nolan,1.4,Japonês,8,14+,Sim
Drama,2001,109,Ridley Scott,6.2,Japonês,19,14+,Não
Romance,2000,171,Stanley Kubrick,9.6,Italiano,3,18+,Não
Drama,1956,71,Alfred Hitchcock,3.8,Japonês,3,Livre,Sim
Ficção Científica,1929,107,Woody Allen,6.7,Italiano,3,Livre,Sim
Fantasia,1973,155,Christopher Nolan,3.7,Hindi,4,14+,Sim
Drama,1943,130,Steven Spielberg,1.4,Espanhol,7,Livre,Sim
Ficção Científica,1958,71,Stanley Kubrick,7.5,Italiano,20,14+,Não
Romance,1990,98,Stanley Kubrick,3.1,Hindi,16,16+,Não
Fantasia,2001,139,Ridley Scott,2.8,Russo,16,12+,Não
Drama,2004,83,Stanley Kubrick,4.3,Russo,11,12+,Não
Ficção Científica,1936,81,Martin Scorsese,1.6,Espanhol,8,Livre,Sim
Drama,1965,68,Alfred Hitchcock,2.5,Espanhol,10,16+,Não
Ficção Científica,2004,68,Orson Welles,6.5,Inglês,2,16+,Não
Fantasia,1962,112,Orson Welles,3.7,Mandarim,11,16+,Não
Romance,1922,72,Christopher Nolan,7.0,Japonês,9,Livre,Sim
Fantasia,1943,131,Woody Allen,2.0,Russo,9,18+,Não
Terror,1970,106,Quentin Tarantino,7.3,Francês,1,18+,Sim
Comédia,1936,122,Steven Spielberg,4.7,Russo,10,10+,Sim
Thriller,2012,94,Francis Ford Coppola,9.1,Russo,11,10+,Sim
Thriller,1954,71,Stanley Kubrick,4.0,Russo,3,16+,Não
Animação,1964,117,Martin Scorsese,2.9,Inglês,7,12+,Não
Romance,1934,134,Orson Welles,8.7,Francês,16,16+,Não
Documentário,1951,109,Quentin Tarantino,3.6,Mandarim,11,18+,Sim
Animação,2010,70,Francis Ford Coppola,9.7,Hindi,4,Livre,Sim
Documentário,1985,119,Francis Ford Coppola,7.3,Alemão,1,Livre,Sim
Documentário,1991,96,Martin Scorsese,9.7,Hindi,11,18+,Não
Comédia,1931,84,Steven Spielberg,5.8,Italiano,18,14+,Não
Thriller,1928,139,Francis Ford Coppola,4.5,Hindi,20,Livre,Sim
Terror,2015,77,Christopher Nolan,2.4,Alemão,8,10+,Sim
Fantasia,1968,173,Woody Allen,2.6,Russo,15,Livre,Sim
Documentário,2005,108,Woody Allen,8.0,Francês,19,10+,Sim
Thriller,1963,176,Stanley Kubrick,3.4,Japonês,13,10+,Sim
Terror,2001,157,Quentin Tarantino,3.5,Hindi,18,14+,Sim
Terror,2007,159,Stanley Kubrick,2.0,Francês,20,Livre,Sim
Thriller,1981,150,Orson Welles,6.7,Alemão,13,18+,Não
Ação,1964,118,Steven Spielberg,5.2,Francês,13,12+,Não
Animação,1949,170,Francis Ford Coppola,9.4,Japonês,6,18+,Não
Drama,1952,139,Francis Ford Coppola,4.1,Espanhol,18,16+,Não
Ação,1983,87,Ridley Scott,8.7,Russo,20,10+,Sim
Animação,2004,136,Ridley Scott,8.8,Português,17,Livre,Sim
Documentário,1952,143,Ridley Scott,5.2,Português,14,10+,Sim
Fantasia,1999,153,Martin Scorsese,4.2,Francês,5,Livre,Sim
Animação,2020,107,Francis Ford Coppola,2.1,Alemão,3,18+,Não
Ficção Científica,2005,135,Steven Spielberg,8.0,Russo,12,18+,Não
Drama,2006,173,Steven Spielberg,2.1,Italiano,7,16+,Não
Thriller,1990,81,Ridley Scott,4.9,Português,19,12+,Não
Romance,2015,112,Steven Spielberg,2.5,Italiano,13,18+,Não
Romance,1977,168,Steven Spielberg,8.4,Italiano,4,10+,Sim
Ficção Científica,2019,173,Ridley Scott,2.2,Japonês,11,10+,Sim
Animação,2013,94,Christopher Nolan,2.3,Mandarim,11,12+,Sim
Terror,2009,70,Steven Spielberg,8.3,Espanhol,14,16+,Não
Ação,2011,98,Alfred Hitchcock,1.2,Francês,3,10+,Sim
Romance,1990,157,Ridley Scott,4.6,Espanhol,4,10+,Sim
Ação,1939,147,Ridley Scott,3.4,Russo,12,16+,Não
Thriller,1942,179,Stanley Kubrick,9.4,Russo,1,16+,Não
Thriller,1941,165,Ridley Scott,3.5,Italiano,16,12+,Não
Comédia,1960,112,Christopher Nolan,1.3,Russo,6,16+,Sim
Comédia,1978,104,Alfred Hitchcock,5.1,Alemão,10,14+,Não
Thriller,1935,121,Martin Scorsese,6.8,Mandarim,18,Livre,Sim
Comédia,2020,130,Martin Scorsese,7.3,Alemão,16,16+,Não
Documentário,2014,113,Woody Allen,9.3,Russo,18,14+,Não
Documentário,1974,123,Alfred Hitchcock,8.5,Português,17,10+,Sim
Fantasia,1926,147,Quentin Tarantino,6.5,Mandarim,5,10+,Sim
Fantasia,1936,146,Ridley Scott,7.6,Italiano,19,Livre,Sim
Fantasia,1962,75,Orson Welles,9.0,Hindi,16,14+,Não
Drama,2014,71,Alfred Hitchcock,2.1,Russo,4,14+,Não
Ficção Científica,2021,156,Woody Allen,10.0,Espanhol,3,12+,Sim
Ação,1926,120,Quentin Tarantino,8.3,Alemão,10,16+,Sim
Drama,1975,142,Orson Welles,9.5,Japonês,17,10+,Sim
Drama,1995,123,Orson Welles,4.3,Japonês,11,10+,Sim
Terror,1993,109,Steven Spielberg,3.7,Japonês,17,12+,Não
Ação,2020,69,Martin Scorsese,7.3,Italiano,10,16+,Não
Terror,2022,130,Woody Allen,3.9,Hindi,12,Livre,Sim
Romance,1989,78,Woody Allen,7.6,Francês,17,10+,Sim
Drama,2023,119,Orson Welles,5.1,Hindi,13,Livre,Sim
Ficção Científica,1964,176,Quentin Tarantino,5.6,Francês,19,Livre,Sim
Drama,1950,128,Christopher Nolan,1.9,Hindi,18,10+,Sim
Drama,1949,176,Martin Scorsese,7.5,Alemão,12,10+,Sim
